Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
550000,1.1912303,0.93368894,None,None,None,1.0
560000,1.0947362,0.36035693,999.0,12.000002561509609,12.000002561509609,1.0
570000,1.1647202,0.91042477,None,None,None,1.0
580000,1.0948054,0.35263246,999.0,12.250002983212472,12.250002983212472,1.0
590000,1.0725056,1.12113,None,None,None,1.0
600000,1.0730022,0.49004582,999.0,13.75000283420086,13.75000283420086,1.0
610000,1.1446613,0.8997653,None,None,None,1.0
620000,1.0127172,0.48858678,999.0,10.000001965463161,10.000001965463161,1.0
630000,1.1133847,1.2665814,None,None,None,1.0
640000,0.9992793,0.58786243,999.0,15.250002674758434,15.250002674758434,1.0
650000,1.0475019,1.3354429,None,None,None,1.0
660000,1.0295048,0.5770309,999.0,15.250003220140934,15.250003220140934,1.0
670000,1.097976,1.10939,None,None,None,1.0
680000,0.9947862,0.6618722,999.0,11.250002773106099,11.250002773106099,1.0
690000,1.1116242,1.4941654,None,None,None,1.0
700000,1.0340617,0.56642884,999.0,14.75000250339508,14.75000250339508,1.0
710000,1.0302889,1.4810609,None,None,None,1.0
720000,1.029195,0.6237391,999.0,14.00000314861536,14.00000314861536,1.0
730000,1.0716105,1.2593689,None,None,None,1.0
740000,1.0304625,0.584435,999.0,11.500001691281796,11.500001691281796,1.0
750000,1.0558658,1.201221,None,None,None,1.0
760000,0.9728989,0.6994965,999.0,12.250003086030484,12.250003086030484,1.0
770000,1.009811,1.4229035,None,None,None,1.0
780000,1.0129576,0.59232247,999.0,13.750002747774124,13.750002747774124,1.0
790000,1.0704162,1.2011708,None,None,None,1.0
800000,0.994752,0.5787032,999.0,10.000001874566077,10.000001874566077,1.0
810000,1.0440964,1.5335664,None,None,None,1.0
820000,1.0091877,0.5301448,999.0,15.250003319978713,15.250003319978713,1.0
830000,0.986328,1.53603,None,None,None,1.0
840000,0.96301,0.7508968,999.0,16.75000293701887,16.75000293701887,1.0
850000,1.0432308,1.3473519,None,None,None,1.0
860000,1.0130322,0.6467987,999.0,11.75000219643116,11.75000219643116,1.0
870000,1.0785344,1.3736703,None,None,None,1.0
880000,1.023594,0.6741145,999.0,12.250003041327,12.250003041327,1.0
890000,1.087275,1.2912865,None,None,None,1.0
900000,1.0262524,0.6136465,999.0,11.25000266134739,11.25000266134739,1.0
910000,1.0512325,1.367045,None,None,None,1.0
920000,0.96842945,0.6025788,999.0,11.250002497434616,11.250002497434616,1.0
930000,1.0041817,1.695499,None,None,None,1.0
940000,0.94111985,0.64901286,999.0,16.500002175569534,16.500002175569534,1.0
950000,1.0273142,1.4946094,None,None,None,1.0
960000,0.9316038,0.74180555,999.0,15.000003124773503,15.000003124773503,1.0
970000,1.0049247,1.5002776,None,None,None,1.0
980000,0.91449106,0.70969564,999.0,14.000002586841584,14.000002586841584,1.0
990000,0.9669528,1.4699954,None,None,None,1.0
1000000,0.91454345,0.5823815,999.0,13.250002552568912,13.250002552568912,1.0
1010000,0.92671746,1.6350567,None,None,None,1.0
1020000,0.9202983,0.61895347,999.0,15.250003249943257,15.250003249943257,1.0
1030000,0.9692423,1.44111,None,None,None,1.0
1040000,0.86820835,0.74747777,999.0,13.750002974271775,13.750002974271775,1.0
1050000,0.9011948,1.9187473,None,None,None,1.0
1060000,0.8623432,0.68911016,999.0,17.250003023445608,17.250003023445608,1.0
1070000,0.89772326,1.6104937,None,None,None,1.0
1080000,0.84304625,0.78202194,999.0,15.000003086030484,15.000003086030484,1.0
1090000,0.9205865,1.6993954,None,None,None,1.0
1100000,0.86878777,0.76441437,999.0,14.50000295639038,14.50000295639038,1.0
1110000,0.9685757,1.4864635,None,None,None,1.0
1120000,0.8925459,0.7421551,999.0,10.50000250339508,10.50000250339508,1.0
1130000,0.9281265,1.6493353,None,None,None,1.0
1140000,0.836263,0.79339993,999.0,12.500002345442772,12.500002345442772,1.0
1150000,0.8736082,1.6332351,None,None,None,1.0
1160000,0.88573515,1.0237066,999.0,16.50000303834677,16.50000303834677,1.0
1170000,0.9053095,1.5257412,None,None,None,1.0
1180000,0.8563886,0.9760762,999.0,13.250002521276475,13.250002521276475,1.0
1190000,0.9210839,1.7483063,None,None,None,1.0
1200000,0.8631753,0.86662227,999.0,16.7500033095479,16.7500033095479,1.0
1210000,0.9276726,1.5152155,None,None,None,1.0
1220000,0.8943595,0.74833244,999.0,14.750002674758434,14.750002674758434,1.0
1230000,0.90089166,1.3910658,None,None,None,1.0
1240000,0.86511993,0.55648774,999.0,12.000002740323543,12.000002740323543,1.0
1250000,0.9057227,1.5001572,None,None,None,1.0
1260000,0.8960825,0.694155,999.0,14.000002571940422,14.000002571940422,1.0
1270000,0.9826096,1.3044128,None,None,None,1.0
1280000,0.8894643,0.6409856,999.0,11.250002448260783,11.250002448260783,1.0
1290000,0.9073406,1.2095189,None,None,None,1.0
1300000,0.8273161,0.65947807,999.0,12.250002287328243,12.250002287328243,1.0
1310000,0.8374856,1.4505552,None,None,None,1.0
1320000,0.8029372,0.6393658,999.0,15.000002482533455,15.000002482533455,1.0
1330000,0.807376,1.4094739,None,None,None,1.0
1340000,0.7951292,0.44768912,999.0,12.750002647936345,12.750002647936345,1.0
1350000,0.80789083,1.2963657,None,None,None,1.0
1360000,0.7909422,0.7749198,999.0,14.500002837181091,14.500002837181091,1.0
1370000,0.8406864,1.4045991,None,None,None,1.0
1380000,0.80767775,0.62830615,999.0,12.75000227689743,12.75000227689743,1.0
1390000,0.8148376,1.561341,None,None,None,1.0
1400000,0.77759594,0.6888319,999.0,13.750003154575825,13.750003154575825,1.0
1410000,0.82620084,1.4812285,None,None,None,1.0
1420000,0.76342136,0.5521879,999.0,13.500002886354924,13.500002886354924,1.0
1430000,0.83363146,1.4204487,None,None,None,1.0
1440000,0.77252793,0.6768036,999.0,13.75000308007002,13.75000308007002,1.0
1450000,0.8174774,1.6009669,None,None,None,1.0
1460000,0.7532043,0.74667454,999.0,14.750002349913121,14.750002349913121,1.0
1470000,0.80855036,1.4092152,None,None,None,1.0
1480000,0.7472064,0.58023995,999.0,10.25000274926424,10.25000274926424,1.0
1490000,0.77934474,1.3098905,None,None,None,1.0
1500000,0.7333266,0.7028894,999.0,11.500002942979336,11.500002942979336,1.0
1510000,0.75401074,1.1377438,None,None,None,1.0
1520000,0.6929917,0.5450955,999.0,8.500002010166645,8.500002010166645,1.0
1530000,0.72011966,1.3602217,None,None,None,1.0
1540000,0.6726293,0.5567306,999.0,11.75000208169222,11.75000208169222,1.0
1550000,0.7078293,1.353307,None,None,None,1.0
1560000,0.6877735,0.48406327,999.0,11.75000282675028,11.75000282675028,1.0
1570000,0.70268303,1.4882032,None,None,None,1.0
1580000,0.67587334,0.67426574,999.0,15.750002975761891,15.750002975761891,1.0
1590000,0.73784983,1.3669748,None,None,None,1.0
1600000,0.6755769,0.71031433,999.0,12.000002807378769,12.000002807378769,1.0
1610000,0.69641936,1.585182,None,None,None,1.0
1620000,0.6787443,0.5532796,999.0,14.000003272294999,14.000003272294999,1.0
1630000,0.6951464,1.4834306,None,None,None,1.0
1640000,0.65593517,0.7704656,999.0,14.250001682341098,14.250001682341098,1.0
1650000,0.7446071,1.436157,None,None,None,1.0
1660000,0.7281557,0.6186811,999.0,11.750002373754977,11.750002373754977,1.0
1670000,0.73892325,1.1815692,None,None,None,1.0
1680000,0.7295044,0.6631288,999.0,10.000001876056194,10.000001876056194,1.0
1690000,0.77745444,1.238792,None,None,None,1.0
1700000,0.7239954,0.6257402,999.0,10.75000286847353,10.75000286847353,1.0
1710000,0.7723856,1.3849281,None,None,None,1.0
1720000,0.745445,0.5389428,999.0,10.750002558529378,10.750002558529378,1.0
1730000,0.7816776,1.1679329,None,None,None,1.0
1740000,0.7110415,0.62648374,999.0,11.000001426041127,11.000001426041127,1.0
1750000,0.72030854,1.749484,None,None,None,1.0
1760000,0.684448,0.65127015,999.0,18.250003629922865,18.250003629922865,1.0
1770000,0.7218121,1.6091682,None,None,None,1.0
1780000,0.7164079,0.6553766,999.0,15.250003618001937,15.250003618001937,1.0
1790000,0.7634409,1.4263656,None,None,None,1.0
1800000,0.7136315,0.6424573,999.0,13.75000262260437,13.75000262260437,1.0
1810000,0.7651952,1.5989671,None,None,None,1.0
1820000,0.7336446,0.5391451,999.0,14.500002908706666,14.500002908706666,1.0
1830000,0.83969164,1.3958629,None,None,None,1.0
1840000,0.79192156,0.5740331,999.0,13.000002509355545,13.000002509355545,1.0
1850000,0.80279183,1.1994073,None,None,None,1.0
1860000,0.7326819,0.5355019,999.0,10.000001811981202,10.000001811981202,1.0
1870000,0.76703125,1.2707871,None,None,None,1.0
1880000,0.7604587,0.5148611,999.0,11.75000172406435,11.75000172406435,1.0
1890000,0.77401173,1.0081741,None,None,None,1.0
1900000,0.73576456,0.66436565,999.0,9.500002224743366,9.500002224743366,1.0
1910000,0.8242172,1.2518295,None,None,None,1.0
1920000,0.77032214,0.48745394,999.0,12.0000024035573,12.0000024035573,1.0
1930000,0.8055449,1.2718589,None,None,None,1.0
1940000,0.72890776,0.76270527,999.0,15.25000269562006,15.25000269562006,1.0
1950000,0.7697892,1.3928705,None,None,None,1.0
1960000,0.7449087,0.65121263,999.0,13.750003154575825,13.750003154575825,1.0
1970000,0.7770016,1.2547412,None,None,None,1.0
1980000,0.6807304,0.67979956,999.0,11.750002440810203,11.750002440810203,1.0
1990000,0.7593519,1.6351191,None,None,None,1.0
2000000,0.70267487,0.5178224,999.0,15.250003245472907,15.250003245472907,1.0
2010000,0.73930615,1.2356344,None,None,None,1.0
2020000,0.6941315,0.5243909,999.0,10.250002083182334,10.250002083182334,1.0
2030000,0.74845254,1.1870165,None,None,None,1.0
2040000,0.6903554,0.6424676,999.0,12.500002667307854,12.500002667307854,1.0
2050000,0.7212958,1.3551444,None,None,None,1.0
2060000,0.6880252,0.65012723,999.0,12.750001800060272,12.750001800060272,1.0
2070000,0.732343,1.4231873,None,None,None,1.0
2080000,0.6615754,0.6470928,999.0,13.250002452731133,13.250002452731133,1.0
2090000,0.70418805,1.4434122,None,None,None,1.0
2100000,0.6732857,0.5964821,999.0,13.000002628564834,13.000002628564834,1.0
2110000,0.69926596,1.5031652,None,None,None,1.0
2120000,0.65497816,0.72980446,999.0,14.5000024035573,14.5000024035573,1.0
2130000,0.6638038,1.592458,None,None,None,1.0
2140000,0.6598175,0.6794765,999.0,14.000002504885197,14.000002504885197,1.0
2150000,0.66381615,1.3160601,None,None,None,1.0
2160000,0.614694,0.8817868,999.0,12.250002965331078,12.250002965331078,1.0
2170000,0.6585904,1.6675657,None,None,None,1.0
2180000,0.63934875,0.64716434,999.0,13.250002528727055,13.250002528727055,1.0
2190000,0.6649068,1.5324432,None,None,None,1.0
2200000,0.6273762,0.8715741,999.0,14.000002737343312,14.000002737343312,1.0
2210000,0.6055901,1.5958263,None,None,None,1.0
2220000,0.5970033,0.74116546,999.0,13.500002938508988,13.500002938508988,1.0
2230000,0.6030449,1.4034142,None,None,None,1.0
2240000,0.5769888,0.7091112,999.0,11.750001746416093,11.750001746416093,1.0
2250000,0.62665355,1.4634277,None,None,None,1.0
2260000,0.6004983,0.6818853,999.0,11.75000271052122,11.75000271052122,1.0
2270000,0.62724733,1.2652608,None,None,None,1.0
2280000,0.5595643,0.66733044,999.0,9.250001826882363,9.250001826882363,1.0
2290000,0.58354557,1.3105792,None,None,None,1.0
2300000,0.55183446,0.6323366,999.0,9.250002151727676,9.250002151727676,1.0
2310000,0.58197284,1.5390899,None,None,None,1.0
2320000,0.55924577,0.6504093,999.0,14.000002706050873,14.000002706050873,1.0
2330000,0.5791824,1.2772049,None,None,None,1.0
2340000,0.5512183,0.66526425,999.0,11.250002531707286,11.250002531707286,1.0
2350000,0.55886877,1.2639412,None,None,None,1.0
2360000,0.50524735,0.6747088,999.0,9.250002260506154,9.250002260506154,1.0
2370000,0.53381366,1.4102455,None,None,None,1.0
2380000,0.53155994,0.62850493,999.0,12.250002670288087,12.250002670288087,1.0
2390000,0.5776124,1.5191295,None,None,None,1.0
2400000,0.5477068,0.6481534,999.0,13.75000295639038,13.75000295639038,1.0
2410000,0.5710442,1.2461796,None,None,None,1.0
2420000,0.5470968,0.59101075,999.0,9.750002057850361,9.750002057850361,1.0
2430000,0.62738544,1.4486617,None,None,None,1.0
2440000,0.5786029,0.6443904,999.0,12.750002640485764,12.750002640485764,1.0
2450000,0.58643687,1.5764647,None,None,None,1.0
2460000,0.56098604,0.6264906,999.0,13.000003017485142,13.000003017485142,1.0
2470000,0.5893917,1.2007188,None,None,None,1.0
2480000,0.5771127,0.59038496,999.0,9.00000165104866,9.00000165104866,1.0
2490000,0.6192292,1.352123,None,None,None,1.0
2500000,0.6035723,0.5667537,999.0,11.500001986324786,11.500001986324786,1.0
2510000,0.6624747,1.3014725,None,None,None,1.0
2520000,0.5883827,0.708688,999.0,12.500002324581146,12.500002324581146,1.0
2530000,0.6347367,1.5240351,None,None,None,1.0
2540000,0.5838009,0.49590498,999.0,14.500002060830592,14.500002060830592,1.0
2550000,0.64065427,1.3711376,None,None,None,1.0
2560000,0.586373,0.49467686,999.0,12.000002011656761,12.000002011656761,1.0
2570000,0.64185846,1.4391557,None,None,None,1.0
2580000,0.6203402,0.4872716,999.0,13.000002443790436,13.000002443790436,1.0
2590000,0.6451117,1.3877937,None,None,None,1.0
2600000,0.63598406,0.49889192,999.0,12.750003126263618,12.750003126263618,1.0
2610000,0.6918765,1.3614995,None,None,None,1.0
2620000,0.64712566,0.5094691,999.0,12.750002247095107,12.750002247095107,1.0
2630000,0.70134765,1.3525712,None,None,None,1.0
2640000,0.6238625,0.5394064,999.0,11.25000220388174,11.25000220388174,1.0
2650000,0.66966844,1.8839039,None,None,None,1.0
2660000,0.61525434,0.6399216,999.0,18.250003707408904,18.250003707408904,1.0
2670000,0.6219818,1.5889162,None,None,None,1.0
2680000,0.62360936,0.75600505,999.0,14.250002686679363,14.250002686679363,1.0
2690000,0.6558762,1.4253552,None,None,None,1.0
2700000,0.61506045,0.7707419,999.0,13.000002619624137,13.000002619624137,1.0
2710000,0.6653806,1.6196408,None,None,None,1.0
2720000,0.62399876,0.8224524,999.0,15.750003266334534,15.750003266334534,1.0
2730000,0.66791373,1.4833702,None,None,None,1.0
2740000,0.620966,0.7983108,999.0,13.250002945959569,13.250002945959569,1.0
2750000,0.657513,1.5174634,None,None,None,1.0
2760000,0.62709737,0.89923745,999.0,15.25000282227993,15.25000282227993,1.0
2770000,0.6842428,1.4504629,None,None,None,1.0
2780000,0.60802096,0.7284809,999.0,11.250002266466618,11.250002266466618,1.0
2790000,0.6443041,1.6786104,None,None,None,1.0
2800000,0.6123199,0.6548135,999.0,14.000002655386925,14.000002655386925,1.0
2810000,0.62329555,1.6148252,None,None,None,1.0
2820000,0.6063035,0.6949159,999.0,13.000002059340478,13.000002059340478,1.0
2830000,0.6497498,1.3109653,None,None,None,1.0
2840000,0.5971267,0.63788784,999.0,8.750002087652684,8.750002087652684,1.0
2850000,0.62166756,1.5098069,None,None,None,1.0
2860000,0.55433905,0.76124465,999.0,12.750002807378769,12.750002807378769,1.0
2870000,0.5423516,2.0169444,None,None,None,1.0
2880000,0.5846022,0.99504536,999.0,17.000003616511822,17.000003616511822,1.0
2890000,0.6379239,1.4769636,None,None,None,1.0
2900000,0.610026,0.6173824,999.0,10.500002463161945,10.500002463161945,1.0
2910000,0.6409101,1.5986739,None,None,None,1.0
2920000,0.6131074,0.7731454,999.0,12.500002600252628,12.500002600252628,1.0
2930000,0.6571467,1.4310453,None,None,None,1.0
2940000,0.6182668,0.7812729,999.0,12.000002014636994,12.000002014636994,1.0
2950000,0.6433364,1.3640853,None,None,None,1.0
2960000,0.5876063,0.790427,999.0,12.250002147257328,12.250002147257328,1.0
2970000,0.6352781,1.2479447,None,None,None,1.0
2980000,0.5937793,0.6898828,999.0,9.750002397596836,9.750002397596836,1.0
2990000,0.6421787,1.3461771,None,None,None,1.0
3000000,0.6047684,0.70850617,999.0,11.00000149011612,11.00000149011612,1.0
3010000,0.65811056,1.3588774,None,None,None,1.0
3020000,0.61050016,0.7103334,999.0,11.50000270754099,11.50000270754099,1.0
3030000,0.6607593,1.5261859,None,None,None,1.0
3040000,0.6153786,0.74312794,999.0,14.500002774596215,14.500002774596215,1.0
3050000,0.6819463,1.5635238,None,None,None,1.0
3060000,0.621716,0.76914525,999.0,13.000002540647984,13.000002540647984,1.0
3070000,0.658319,1.7931219,None,None,None,1.0
3080000,0.6487296,0.7992839,999.0,16.250003276765348,16.250003276765348,1.0
3090000,0.7127523,1.4849262,None,None,None,1.0
3100000,0.6422554,0.6615699,999.0,11.500002487003803,11.500002487003803,1.0
3110000,0.65739167,1.813035,None,None,None,1.0
3120000,0.64050484,0.7299183,999.0,15.250003343820572,15.250003343820572,1.0
3130000,0.6740941,1.40981,None,None,None,1.0
3140000,0.61461437,0.58257836,999.0,9.750002273917199,9.750002273917199,1.0
3150000,0.6701585,1.6972964,None,None,None,1.0
