Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
510000,1.2517853,0.8991405,None,None,None,1.0
520000,1.2166566,0.7378265,999.0,12.750001944601536,12.750001944601536,1.0
530000,1.1739852,0.99089,None,None,None,1.0
540000,1.1832855,0.8810625,999.0,15.000002138316631,15.000002138316631,1.0
550000,1.1987553,1.0357702,None,None,None,1.0
560000,1.191052,0.92271024,999.0,14.500001728534698,14.500001728534698,1.0
570000,1.2240541,1.105065,None,None,None,1.0
580000,1.1904098,0.8864879,999.0,12.500002078711987,12.500002078711987,1.0
590000,1.1870539,1.1464769,None,None,None,1.0
600000,1.1598395,0.8633608,999.0,15.250002227723598,15.250002227723598,1.0
610000,1.192262,1.1408546,None,None,None,1.0
620000,1.1512762,0.85399467,999.0,15.250002078711987,15.250002078711987,1.0
630000,1.1786014,1.20458,None,None,None,1.0
640000,1.0980573,1.0356977,999.0,13.750001460313797,13.750001460313797,1.0
650000,1.1725421,1.2229809,None,None,None,1.0
660000,1.1244916,1.0793536,999.0,14.750001892447472,14.750001892447472,1.0
670000,1.1656545,1.2805048,None,None,None,1.0
680000,1.1479434,1.0455548,999.0,11.500001385807991,11.500001385807991,1.0
690000,1.1259764,1.27741,None,None,None,1.0
700000,1.0964004,1.1078204,999.0,13.500001430511475,13.500001430511475,1.0
710000,1.1172383,1.2928094,None,None,None,1.0
720000,1.1249992,1.0250355,999.0,13.750001639127731,13.750001639127731,1.0
730000,1.1212767,1.2070988,None,None,None,1.0
740000,1.0723839,1.080016,999.0,11.250000938773155,11.250000938773155,1.0
750000,1.1505518,1.3570684,None,None,None,1.0
760000,1.0807441,1.0495814,999.0,16.500001192092896,16.500001192092896,1.0
770000,1.1613568,1.3120304,None,None,None,1.0
780000,1.0824567,1.0481424,999.0,13.000001549720764,13.000001549720764,1.0
790000,1.1193712,1.3022939,None,None,None,1.0
800000,1.0914831,1.0254046,999.0,13.000001423060894,13.000001423060894,1.0
810000,1.1215614,1.1904926,None,None,None,1.0
820000,1.0364884,0.9957921,999.0,9.25000100582838,9.25000100582838,1.0
830000,1.1292603,1.2718548,None,None,None,1.0
840000,1.070139,1.0265121,999.0,12.75000161677599,12.75000161677599,1.0
850000,1.1335697,1.351596,None,None,None,1.0
860000,1.0616707,1.0212522,999.0,14.75000111758709,14.75000111758709,1.0
870000,1.136286,1.2705392,None,None,None,1.0
880000,1.0579213,1.0218263,999.0,13.250001892447472,13.250001892447472,1.0
890000,1.1100366,1.2556535,None,None,None,1.0
900000,1.0626667,1.0104302,999.0,14.500001482665539,14.500001482665539,1.0
910000,1.108639,1.196222,None,None,None,1.0
920000,1.067582,0.9504152,999.0,11.500000558793545,11.500000558793545,1.0
930000,1.1078333,1.2209595,None,None,None,1.0
940000,1.0646286,0.9629167,999.0,11.000001579523087,11.000001579523087,1.0
950000,1.0680951,1.3352123,None,None,None,1.0
960000,1.0077204,0.9457392,999.0,13.25000149011612,13.25000149011612,1.0
970000,1.0926924,1.2726662,None,None,None,1.0
980000,1.0203733,0.96696967,999.0,15.000002034008503,15.000002034008503,1.0
990000,1.050935,1.268273,None,None,None,1.0
1000000,0.9780075,0.99718326,999.0,12.500001966953278,12.500001966953278,1.0
1010000,1.0337753,1.3058025,None,None,None,1.0
1020000,0.9786667,0.98097324,999.0,14.250001922249794,14.250001922249794,1.0
1030000,1.0302008,1.270303,None,None,None,1.0
1040000,1.0087907,1.1074313,999.0,12.750001713633537,12.750001713633537,1.0
1050000,1.0515687,1.2857451,None,None,None,1.0
1060000,1.0020782,1.0281494,999.0,9.500001147389412,9.500001147389412,1.0
1070000,1.0400484,1.3290731,None,None,None,1.0
1080000,1.0119406,1.0268011,999.0,14.000001400709152,14.000001400709152,1.0
1090000,1.0369424,1.3041624,None,None,None,1.0
1100000,1.0226423,1.1048484,999.0,14.500001676380634,14.500001676380634,1.0
1110000,1.0613173,1.1539356,None,None,None,1.0
1120000,0.9735141,1.0670995,999.0,10.25000075995922,10.25000075995922,1.0
1130000,1.0265402,1.3382779,None,None,None,1.0
1140000,0.98139215,1.0474149,999.0,15.000001557171345,15.000001557171345,1.0
1150000,1.0031471,1.2862407,None,None,None,1.0
1160000,0.9336256,1.1135589,999.0,14.250001914799213,14.250001914799213,1.0
1170000,1.0082778,1.3188405,None,None,None,1.0
1180000,0.9495343,1.0296046,999.0,12.000001147389412,12.000001147389412,1.0
1190000,0.98651534,1.2924417,None,None,None,1.0
1200000,0.93944085,1.0232428,999.0,12.250000983476639,12.250000983476639,1.0
1210000,0.97544736,1.2812532,None,None,None,1.0
1220000,0.9245998,0.97430485,999.0,14.75000074505806,14.75000074505806,1.0
1230000,0.9770206,1.2949265,None,None,None,1.0
1240000,0.8977681,1.1099883,999.0,13.500001780688763,13.500001780688763,1.0
1250000,0.9332384,1.3566848,None,None,None,1.0
1260000,0.9253303,1.110883,999.0,14.750001683831215,14.750001683831215,1.0
1270000,1.0169439,1.3097123,None,None,None,1.0
1280000,0.92251194,1.063687,999.0,10.000001072883606,10.000001072883606,1.0
1290000,0.98790145,1.4032617,None,None,None,1.0
1300000,0.9581929,1.0120522,999.0,16.50000151246786,16.50000151246786,1.0
1310000,0.95234615,1.3408456,None,None,None,1.0
1320000,0.9144331,1.0610269,999.0,12.750001281499863,12.750001281499863,1.0
1330000,0.96319294,1.462157,None,None,None,1.0
1340000,0.9012258,1.1871314,999.0,15.250001646578312,15.250001646578312,1.0
1350000,0.96189386,1.4642131,None,None,None,1.0
1360000,0.91438764,1.1386278,999.0,11.500001668930054,11.500001668930054,1.0
1370000,0.96881723,1.4025296,None,None,None,1.0
1380000,0.94236386,1.1521697,999.0,14.00000161677599,14.00000161677599,1.0
1390000,1.005446,1.3467993,None,None,None,1.0
1400000,0.9507035,1.1344033,999.0,11.250001110136509,11.250001110136509,1.0
1410000,0.9705109,1.2866033,None,None,None,1.0
1420000,0.9111276,1.0511026,999.0,11.00000137835741,11.00000137835741,1.0
1430000,0.9883899,1.4050181,None,None,None,1.0
1440000,0.90052813,1.0947509,999.0,13.750001534819603,13.750001534819603,1.0
1450000,0.924577,1.4675591,None,None,None,1.0
1460000,0.90039617,1.0293467,999.0,16.500001974403858,16.500001974403858,1.0
1470000,0.9563332,1.3502116,None,None,None,1.0
1480000,0.91379505,0.98028386,999.0,13.500001817941666,13.500001817941666,1.0
1490000,0.9047467,1.2830206,None,None,None,1.0
1500000,0.87953466,0.9701127,999.0,12.000001147389412,12.000001147389412,1.0
1510000,0.87921953,1.2923425,None,None,None,1.0
1520000,0.82963604,0.977931,999.0,17.750000715255737,17.750000715255737,1.0
1530000,0.93014026,1.3277292,None,None,None,1.0
1540000,0.8714853,1.0183672,999.0,14.250001169741154,14.250001169741154,1.0
1550000,0.94393516,1.3715845,None,None,None,1.0
1560000,0.894984,1.0225565,999.0,14.250000774860382,14.250000774860382,1.0
1570000,0.9639772,1.4186454,None,None,None,1.0
1580000,0.89185923,1.0780458,999.0,15.500002093613148,15.500002093613148,1.0
1590000,0.9129378,1.413628,None,None,None,1.0
1600000,0.89519495,1.0116487,999.0,13.250001773238182,13.250001773238182,1.0
1610000,0.94919205,1.3538959,None,None,None,1.0
1620000,0.89209694,1.0609994,999.0,12.7500014975667,12.7500014975667,1.0
1630000,0.9535893,1.3465858,None,None,None,1.0
1640000,0.9095584,1.0663869,999.0,11.750001199543476,11.750001199543476,1.0
1650000,0.9677343,1.412473,None,None,None,1.0
1660000,0.8904488,1.076098,999.0,13.500001408159733,13.500001408159733,1.0
1670000,0.93580323,1.3936977,None,None,None,1.0
1680000,0.8813241,1.0911024,999.0,14.500001572072506,14.500001572072506,1.0
1690000,0.8660998,1.3799696,None,None,None,1.0
1700000,0.8721931,1.0842358,999.0,15.750002026557922,15.750002026557922,1.0
1710000,0.92182636,1.2538966,None,None,None,1.0
1720000,0.8415191,1.1318374,999.0,10.000000439584255,10.000000439584255,1.0
1730000,0.86472404,1.4310286,None,None,None,1.0
1740000,0.836327,1.1713767,999.0,15.50000124424696,15.50000124424696,1.0
1750000,0.832676,1.431378,None,None,None,1.0
1760000,0.8355512,1.1798687,999.0,15.000001959502697,15.000001959502697,1.0
1770000,0.8932161,1.3505586,None,None,None,1.0
1780000,0.82701343,1.1008897,999.0,11.750001735985279,11.750001735985279,1.0
1790000,0.86989856,1.3500178,None,None,None,1.0
1800000,0.83908176,1.0561281,999.0,12.500001817941666,12.500001817941666,1.0
1810000,0.89610046,1.321041,None,None,None,1.0
1820000,0.83915895,1.0424659,999.0,12.750001907348633,12.750001907348633,1.0
1830000,0.87955654,1.4009857,None,None,None,1.0
1840000,0.822348,1.1105704,999.0,10.75000175088644,10.75000175088644,1.0
1850000,0.8634385,1.3265698,None,None,None,1.0
1860000,0.82713795,1.0756118,999.0,11.250000804662704,11.250000804662704,1.0
1870000,0.88169444,1.3840988,None,None,None,1.0
1880000,0.8480713,1.0540102,999.0,13.750001445412636,13.750001445412636,1.0
1890000,0.8908927,1.3077286,None,None,None,1.0
1900000,0.84325373,1.0305219,999.0,10.250001266598701,10.250001266598701,1.0
1910000,0.8505037,1.3456138,None,None,None,1.0
1920000,0.8100919,1.0353037,999.0,15.00000075250864,15.00000075250864,1.0
1930000,0.84171736,1.3668268,None,None,None,1.0
1940000,0.81765574,1.1539575,999.0,13.25000113248825,13.25000113248825,1.0
1950000,0.88808894,1.4304066,None,None,None,1.0
1960000,0.81797737,1.0465852,999.0,10.500000320374966,10.500000320374966,1.0
1970000,0.82380635,1.3035282,None,None,None,1.0
1980000,0.79781044,1.0996194,999.0,12.500001542270184,12.500001542270184,1.0
1990000,0.84876794,1.2834295,None,None,None,1.0
2000000,0.79736984,1.0791116,999.0,12.000001274049282,12.000001274049282,1.0
2010000,0.82369703,1.3453361,None,None,None,1.0
2020000,0.77725846,1.0895764,999.0,16.250001594424248,16.250001594424248,1.0
2030000,0.84139264,1.3342068,None,None,None,1.0
2040000,0.82464236,1.0497296,999.0,12.75000163167715,12.75000163167715,1.0
2050000,0.85934347,1.4336044,None,None,None,1.0
2060000,0.854842,1.0080174,999.0,13.750001847743988,13.750001847743988,1.0
2070000,0.865124,1.2364535,None,None,None,1.0
2080000,0.82020706,1.002568,999.0,8.500001430511475,8.500001430511475,1.0
2090000,0.89363456,1.2479098,None,None,None,1.0
2100000,0.83767325,0.9532666,999.0,13.250001408159733,13.250001408159733,1.0
2110000,0.88223237,1.3062166,None,None,None,1.0
2120000,0.8425889,0.92532593,999.0,13.500001147389412,13.500001147389412,1.0
2130000,0.8614012,1.2760001,None,None,None,1.0
2140000,0.8011067,1.0343277,999.0,11.000001341104507,11.000001341104507,1.0
2150000,0.8229169,1.3362522,None,None,None,1.0
2160000,0.8086208,1.023776,999.0,12.250000804662704,12.250000804662704,1.0
2170000,0.8369995,1.2775565,None,None,None,1.0
2180000,0.80756146,0.98070496,999.0,10.000001356005669,10.000001356005669,1.0
2190000,0.8745535,1.2826186,None,None,None,1.0
2200000,0.8473112,0.95706695,999.0,13.000001855194569,13.000001855194569,1.0
2210000,0.8842396,1.2164826,None,None,None,1.0
2220000,0.84053063,0.99442303,999.0,14.250001981854439,14.250001981854439,1.0
2230000,0.9168069,1.2262347,None,None,None,1.0
2240000,0.8432577,1.0103041,999.0,9.00000050663948,9.00000050663948,1.0
2250000,0.89242756,1.2474632,None,None,None,1.0
2260000,0.7980686,0.936488,999.0,8.750000849366188,8.750000849366188,1.0
2270000,0.8846309,1.3479042,None,None,None,1.0
2280000,0.82570046,0.88283145,999.0,13.750001154839993,13.750001154839993,1.0
2290000,0.86345667,1.2857653,None,None,None,1.0
2300000,0.8173449,0.9127442,999.0,15.000001937150955,15.000001937150955,1.0
2310000,0.8498435,1.2959156,None,None,None,1.0
2320000,0.84508383,0.8338512,999.0,14.250000782310963,14.250000782310963,1.0
2330000,0.86187375,1.2134768,None,None,None,1.0
2340000,0.83071876,1.073792,999.0,13.500000953674316,13.500000953674316,1.0
2350000,0.88467914,1.2671746,None,None,None,1.0
2360000,0.84654033,0.96589,999.0,11.500001333653927,11.500001333653927,1.0
2370000,0.8742326,1.2329619,None,None,None,1.0
2380000,0.83697855,0.9940562,999.0,11.750001430511475,11.750001430511475,1.0
2390000,0.859824,1.2826192,None,None,None,1.0
2400000,0.83790183,1.0267307,999.0,14.750001661479473,14.750001661479473,1.0
2410000,0.91613495,1.2403129,None,None,None,1.0
2420000,0.8816673,1.012849,999.0,12.750001788139343,12.750001788139343,1.0
2430000,0.86984503,1.2808647,None,None,None,1.0
2440000,0.8405546,1.0675443,999.0,12.75000163167715,12.75000163167715,1.0
2450000,0.8811633,1.3391582,None,None,None,1.0
2460000,0.81838804,1.073397,999.0,13.000000454485416,13.000000454485416,1.0
2470000,0.85363996,1.4065143,None,None,None,1.0
2480000,0.8241162,1.1236688,999.0,15.250001922249794,15.250001922249794,1.0
2490000,0.8715097,1.4023925,None,None,None,1.0
2500000,0.8289998,1.124306,999.0,14.500001460313797,14.500001460313797,1.0
2510000,0.8860751,1.3534974,None,None,None,1.0
2520000,0.81906456,1.0475618,999.0,11.750001028180122,11.750001028180122,1.0
2530000,0.8582909,1.4419336,None,None,None,1.0
2540000,0.79893726,1.0728185,999.0,13.000001110136509,13.000001110136509,1.0
2550000,0.8472992,1.3467748,None,None,None,1.0
2560000,0.8092722,1.0541867,999.0,12.000001683831215,12.000001683831215,1.0
2570000,0.85857993,1.336505,None,None,None,1.0
2580000,0.8004493,1.0300561,999.0,12.75000137090683,12.75000137090683,1.0
2590000,0.8699977,1.3921229,None,None,None,1.0
2600000,0.81342816,0.9843309,999.0,12.750000521540642,12.750000521540642,1.0
2610000,0.88498944,1.3316278,None,None,None,1.0
2620000,0.8251921,0.9467289,999.0,12.750002279877663,12.750002279877663,1.0
2630000,0.81460863,1.3876075,None,None,None,1.0
2640000,0.8078618,1.0496607,999.0,14.000001184642315,14.000001184642315,1.0
2650000,0.8252074,1.477702,None,None,None,1.0
2660000,0.7705363,1.1109092,999.0,17.50000210106373,17.50000210106373,1.0
2670000,0.84219503,1.4542141,None,None,None,1.0
2680000,0.7965803,1.078161,999.0,14.500001467764378,14.500001467764378,1.0
2690000,0.8348811,1.3912715,None,None,None,1.0
2700000,0.7680099,1.063295,999.0,12.000001341104507,12.000001341104507,1.0
2710000,0.7844407,1.4821764,None,None,None,1.0
2720000,0.75569826,0.9576967,999.0,14.75000125169754,14.75000125169754,1.0
2730000,0.75541013,1.535541,None,None,None,1.0
2740000,0.7596152,1.0608243,999.0,17.500001721084118,17.500001721084118,1.0
2750000,0.8015618,1.3986061,None,None,None,1.0
2760000,0.7450038,1.1113583,999.0,12.750001884996891,12.750001884996891,1.0
2770000,0.75685126,1.4732163,None,None,None,1.0
2780000,0.7561518,1.0702485,999.0,15.250000908970833,15.250000908970833,1.0
2790000,0.8054315,1.3598074,None,None,None,1.0
2800000,0.7738881,1.0746527,999.0,10.500001467764378,10.500001467764378,1.0
2810000,0.77259666,1.3601252,None,None,None,1.0
2820000,0.7568686,1.0709114,999.0,11.500001408159733,11.500001408159733,1.0
2830000,0.78836954,1.4422429,None,None,None,1.0
2840000,0.72612685,1.1391048,999.0,13.500001408159733,13.500001408159733,1.0
2850000,0.77395976,1.4090492,None,None,None,1.0
2860000,0.7193151,1.1024299,999.0,14.000000812113285,14.000000812113285,1.0
2870000,0.75398374,1.4107167,None,None,None,1.0
2880000,0.746422,1.0455706,999.0,13.000001668930054,13.000001668930054,1.0
2890000,0.77158445,1.3373952,None,None,None,1.0
2900000,0.7523865,1.0510453,999.0,13.250001884996891,13.250001884996891,1.0
2910000,0.75042737,1.2169316,None,None,None,1.0
2920000,0.72180456,1.0118613,999.0,8.750000193715096,8.750000193715096,1.0
2930000,0.733668,1.3382142,None,None,None,1.0
2940000,0.7219018,1.0468261,999.0,12.000001922249794,12.000001922249794,1.0
2950000,0.7529233,1.3019013,None,None,None,1.0
2960000,0.7164915,1.0163366,999.0,11.500001341104507,11.500001341104507,1.0
2970000,0.7615944,1.2611359,None,None,None,1.0
2980000,0.7074692,0.98891515,999.0,10.500000573694706,10.500000573694706,1.0
2990000,0.71995914,1.3176653,None,None,None,1.0
3000000,0.7020267,0.9625763,999.0,12.500001586973667,12.500001586973667,1.0
3010000,0.7280476,1.221795,None,None,None,1.0
3020000,0.68940413,1.003316,999.0,13.000001430511475,13.000001430511475,1.0
3030000,0.75171477,1.3385994,None,None,None,1.0
3040000,0.71858954,1.0529982,999.0,13.000001437962055,13.000001437962055,1.0
3050000,0.7709111,1.2636925,None,None,None,1.0
3060000,0.72027695,0.9724603,999.0,8.750001266598701,8.750001266598701,1.0
3070000,0.7629217,1.3360653,None,None,None,1.0
3080000,0.7053313,0.9774865,999.0,13.250001840293407,13.250001840293407,1.0
3090000,0.70805556,1.3359059,None,None,None,1.0
3100000,0.6987476,1.0178026,999.0,17.000002212822437,17.000002212822437,1.0
3110000,0.70353436,1.3363289,None,None,None,1.0
3120000,0.68996996,1.0342941,999.0,14.00000125914812,14.00000125914812,1.0
3130000,0.746981,1.3767334,None,None,None,1.0
3140000,0.6933981,1.0928513,999.0,11.750001937150955,11.750001937150955,1.0
3150000,0.7411933,1.5244851,None,None,None,1.0
3160000,0.68861085,1.1478451,999.0,17.2500019967556,17.2500019967556,1.0
3170000,0.6995805,1.4318066,None,None,None,1.0
3180000,0.6822314,1.1396586,999.0,13.000001192092896,13.000001192092896,1.0
3190000,0.7141166,1.3773365,None,None,None,1.0
3200000,0.6890449,1.0999659,999.0,10.500001266598701,10.500001266598701,1.0
3210000,0.7456472,1.3587345,None,None,None,1.0
3220000,0.69959676,1.0158559,999.0,12.000001437962055,12.000001437962055,1.0
3230000,0.7215217,1.4044894,None,None,None,1.0
3240000,0.6724631,1.0445616,999.0,11.500001065433025,11.500001065433025,1.0
3250000,0.70015496,1.4951563,None,None,None,1.0
3260000,0.7124752,1.012898,999.0,13.500001668930054,13.500001668930054,1.0
3270000,0.7436207,1.3469079,None,None,None,1.0
3280000,0.69981766,1.0427475,999.0,11.50000162422657,11.50000162422657,1.0
3290000,0.70683974,1.3030902,None,None,None,1.0
3300000,0.6964545,0.9672095,999.0,12.750001296401024,12.750001296401024,1.0
3310000,0.6961768,1.3076187,None,None,None,1.0
3320000,0.6775266,0.9442413,999.0,13.25000113248825,13.25000113248825,1.0
3330000,0.72844416,1.3507538,None,None,None,1.0
3340000,0.70461833,1.0351344,999.0,12.000001668930054,12.000001668930054,1.0
3350000,0.73793423,1.2433801,None,None,None,1.0
3360000,0.6651842,1.0601876,999.0,10.750000782310963,10.750000782310963,1.0
3370000,0.6813368,1.3230743,None,None,None,1.0
3380000,0.66601175,0.980926,999.0,13.250001020729542,13.250001020729542,1.0
3390000,0.741361,1.3767073,None,None,None,1.0
3400000,0.68556076,1.0368986,999.0,14.500001043081284,14.500001043081284,1.0
3410000,0.73473036,1.4223238,None,None,None,1.0
3420000,0.7187469,0.9879159,999.0,14.500001415610313,14.500001415610313,1.0
3430000,0.7036999,1.3806615,None,None,None,1.0
3440000,0.6917246,1.105019,999.0,14.750001564621925,14.750001564621925,1.0
3450000,0.7593546,1.3614755,None,None,None,1.0
3460000,0.702672,1.1908851,999.0,12.250001549720764,12.250001549720764,1.0
3470000,0.7712744,1.3996336,None,None,None,1.0
3480000,0.70571977,1.1316506,999.0,11.500000968575478,11.500000968575478,1.0
3490000,0.7122379,1.3783607,None,None,None,1.0
3500000,0.67623293,1.1929913,999.0,15.500000387430191,15.500000387430191,1.0
3510000,0.72262555,1.2966771,None,None,None,1.0
3520000,0.65668863,1.1646601,999.0,12.500001408159733,12.500001408159733,1.0
3530000,0.68424654,1.4287746,None,None,None,1.0
3540000,0.6647434,1.1402221,999.0,12.000000901520252,12.000000901520252,1.0
3550000,0.68393654,1.4086912,None,None,None,1.0
3560000,0.61560416,1.1231774,999.0,12.250001229345798,12.250001229345798,1.0
3570000,0.66591644,1.4731888,None,None,None,1.0
3580000,0.66085696,1.0811613,999.0,13.750001482665539,13.750001482665539,1.0
3590000,0.6782493,1.3683335,None,None,None,1.0
3600000,0.66911006,1.0426494,999.0,11.000001534819603,11.000001534819603,1.0
3610000,0.67635494,1.3344859,None,None,None,1.0
3620000,0.6427589,1.0367417,999.0,12.750001639127731,12.750001639127731,1.0
3630000,0.65260774,1.3753362,None,None,None,1.0
3640000,0.605003,1.141924,999.0,14.500002063810825,14.500002063810825,1.0
3650000,0.66753405,1.4608386,None,None,None,1.0
3660000,0.6412454,1.0852542,999.0,14.000001579523087,14.000001579523087,1.0
3670000,0.6862402,1.4047756,None,None,None,1.0
3680000,0.6348425,1.050436,999.0,12.500000938773155,12.500000938773155,1.0
3690000,0.6572147,1.3544952,None,None,None,1.0
3700000,0.6164199,1.0752945,999.0,11.250000528991222,11.250000528991222,1.0
3710000,0.65867585,1.420979,None,None,None,1.0
3720000,0.64894253,1.0493146,999.0,13.500001519918442,13.500001519918442,1.0
3730000,0.69046736,1.3282855,None,None,None,1.0
3740000,0.63603383,1.1610932,999.0,13.500002160668373,13.500002160668373,1.0
3750000,0.66295844,1.3946723,None,None,None,1.0
3760000,0.6109091,1.1456933,999.0,13.500001706182957,13.500001706182957,1.0
3770000,0.64226425,1.4385813,None,None,None,1.0
3780000,0.61120325,1.1509722,999.0,14.500001601874828,14.500001601874828,1.0
3790000,0.6790256,1.4445095,None,None,None,1.0
3800000,0.6556505,1.0745302,999.0,13.000001430511475,13.000001430511475,1.0
3810000,0.6523344,1.3737125,None,None,None,1.0
3820000,0.63283116,1.0506378,999.0,13.500001303851604,13.500001303851604,1.0
3830000,0.6641703,1.3365877,None,None,None,1.0
3840000,0.6265032,1.1809019,999.0,11.250000707805157,11.250000707805157,1.0
3850000,0.6881261,1.3992106,None,None,None,1.0
3860000,0.6282905,1.0672537,999.0,10.000000834465027,10.000000834465027,1.0
3870000,0.65922797,1.3433691,None,None,None,1.0
3880000,0.61107343,1.0394063,999.0,10.000001065433025,10.000001065433025,1.0
3890000,0.6285784,1.2845255,None,None,None,1.0
3900000,0.571855,1.0193962,999.0,11.750001773238182,11.750001773238182,1.0
3910000,0.59035414,1.3754728,None,None,None,1.0
3920000,0.57491297,0.9759696,999.0,14.750001460313797,14.750001460313797,1.0
3930000,0.6006957,1.254522,None,None,None,1.0
3940000,0.54343444,1.0837902,999.0,9.75000099092722,9.75000099092722,1.0
3950000,0.5856918,1.3705819,None,None,None,1.0
3960000,0.5231477,1.0788085,999.0,13.000001311302185,13.000001311302185,1.0
3970000,0.54460764,1.3803741,None,None,None,1.0
3980000,0.5197972,1.0078764,999.0,13.000000886619091,13.000000886619091,1.0
3990000,0.5333401,1.2743571,None,None,None,1.0
4000000,0.49611622,1.1377608,999.0,13.500001564621925,13.500001564621925,1.0
4010000,0.51033354,1.2913178,None,None,None,1.0
4020000,0.4845672,1.0020216,999.0,12.000001035630703,12.000001035630703,1.0
4030000,0.50767756,1.4082518,None,None,None,1.0
4040000,0.49775887,1.1027364,999.0,15.500000603497028,15.500000603497028,1.0
4050000,0.53383565,1.3781366,None,None,None,1.0
4060000,0.5240777,1.0709732,999.0,11.500001303851604,11.500001303851604,1.0
4070000,0.54414445,1.320379,None,None,None,1.0
4080000,0.52081066,1.0530078,999.0,10.750001050531864,10.750001050531864,1.0
4090000,0.5305898,1.3288937,None,None,None,1.0
4100000,0.53196657,0.9909013,999.0,12.250001452863216,12.250001452863216,1.0
4110000,0.5341125,1.2729988,None,None,None,1.0
4120000,0.5101331,1.0097768,999.0,12.000001549720764,12.000001549720764,1.0
4130000,0.5403553,1.2759231,None,None,None,1.0
4140000,0.5108848,1.110587,999.0,13.250001698732376,13.250001698732376,1.0
4150000,0.5610249,1.4072671,None,None,None,1.0
4160000,0.5074882,1.0617061,999.0,13.500001698732376,13.500001698732376,1.0
4170000,0.532497,1.3680518,None,None,None,1.0
4180000,0.5164617,1.0050157,999.0,12.000000730156898,12.000000730156898,1.0
4190000,0.539801,1.3419324,None,None,None,1.0
4200000,0.52596635,1.0783925,999.0,15.000002019107342,15.000002019107342,1.0
4210000,0.54142106,1.2766416,None,None,None,1.0
4220000,0.50858724,1.0574211,999.0,12.250000424683094,12.250000424683094,1.0
4230000,0.53170025,1.3702989,None,None,None,1.0
4240000,0.49195954,1.090147,999.0,11.750000715255737,11.750000715255737,1.0
4250000,0.5041279,1.4038097,None,None,None,1.0
