Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,TotalScore,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2800000,0.08840852,1.1626827,0.06596744,0.017662263,0.00013228538,0.14409511,0.00044654153,10.556723594665527,999.0,15.250001665204763,15.250001665204763,1.0
2810000,0.10992542,1.4756917,0.49924457,0.02458459,0.00013169402,0.14389797,0.00044459003,None,None,None,None,1.0
2820000,0.11900079,1.254874,0.11166209,0.019608056,0.00013108537,0.14369509,0.00044258154,9.391180038452148,999.0,16.75000106357038,16.75000106357038,1.0
2830000,0.13823232,1.3104812,0.22439162,0.020395564,0.00013049401,0.14349799,0.00044063,None,None,None,None,1.0
2840000,0.14063132,1.0501128,0.046621393,0.017004183,0.00012988536,0.1432951,0.0004386215,8.23004150390625,999.0,7.750000882893801,7.750000882893801,1.0
2850000,0.16082822,1.3976455,0.5856642,0.018790185,0.000129294,0.14309798,0.00043667003,11.060760498046875,None,None,None,1.0
2860000,0.15747826,1.0964209,0.037748836,0.018290358,0.00012868537,0.1428951,0.00043466146,None,999.0,15.500002015382051,15.500002015382051,1.0
2870000,0.15403897,1.433758,0.5390268,0.012691785,0.000128094,0.14269798,0.00043271002,6.895651340484619,None,None,None,1.0
2880000,0.14391474,1.2071457,0.059261907,0.020897705,0.00012748536,0.14249511,0.00043070153,1.7290087938308716,999.0,16.000001467764378,16.000001467764378,1.0
2890000,0.14506675,1.3448081,0.39933756,0.02270501,0.000126894,0.14229798,0.00042874998,None,None,None,None,1.0
2900000,0.13089368,0.9876415,0.02798888,0.0134555455,0.00012628536,0.1420951,0.0004267415,7.558788776397705,999.0,9.750000908970833,9.750000908970833,1.0
2910000,0.13835236,1.2959391,0.5046713,0.01428501,0.00012569402,0.14189798,0.00042479005,None,None,None,None,1.0
2920000,0.13888893,0.9610667,0.030603891,0.019288365,0.00012508537,0.1416951,0.0004227815,10.390970230102539,999.0,11.25000062584877,11.25000062584877,1.0
2930000,0.12638728,1.3025508,0.61856675,0.01921203,0.00012449402,0.14149798,0.00042083,None,None,None,None,1.0
2940000,0.113364,0.9446446,0.028136585,0.019922588,0.00012388537,0.1412951,0.00041882152,12.225847244262695,999.0,12.750000968575478,12.750000968575478,1.0
2950000,0.12789339,1.3734506,0.69228387,0.014616631,0.00012329401,0.14109798,0.00041687003,11.061639785766602,None,None,None,1.0
2960000,0.11302968,0.97311074,0.02132875,0.01635028,0.00012268536,0.1408951,0.0004148615,None,999.0,13.750001233071089,13.750001233071089,1.0
2970000,0.12037673,1.1474365,0.35015666,0.0192085,0.000122094,0.140698,0.00041291,6.8954243659973145,None,None,None,1.0
2980000,0.12124621,0.9251795,0.05344522,0.018640427,0.00012148537,0.1404951,0.00041090153,2.729006290435791,999.0,9.750001445412636,9.750001445412636,1.0
2990000,0.13910313,1.2207434,0.46179178,0.019716427,0.000120894,0.14029796,0.00040895003,None,None,None,None,1.0
3000000,0.1305945,0.93838215,0.023659628,0.0192191,0.000120285375,0.14009508,0.0004069415,9.55746078491211,999.0,11.000000905245543,11.000000905245543,1.0
3010000,0.14010169,1.3287449,0.64003676,0.019881377,0.00011969401,0.13989799,0.00040499002,None,None,None,None,1.0
3020000,0.1294826,1.076715,0.051343046,0.018980548,0.00011908538,0.13969511,0.0004029815,14.391640663146973,999.0,16.000002183020115,16.000002183020115,1.0
3030000,0.1338505,1.2477053,0.37454298,0.02480909,0.000118494005,0.13949798,0.00040103003,None,None,None,None,1.0
3040000,0.15234983,0.89633274,0.033081166,0.017121311,0.00011788537,0.1392951,0.00039902152,5.231304168701172,999.0,9.00000074505806,9.00000074505806,1.0
3050000,0.15185878,1.3082638,0.5973663,0.016529204,0.00011729402,0.13909799,0.00039707005,11.060880661010742,None,None,None,1.0
3060000,0.17066416,0.9892127,0.042761438,0.020513022,0.00011668538,0.13889511,0.00039506154,None,999.0,13.750001668930054,13.750001668930054,1.0
3070000,0.17197567,1.2562047,0.42366746,0.022318644,0.000116094016,0.13869798,0.00039311007,8.894678115844727,None,None,None,1.0
3080000,0.13002199,0.9262329,0.040349185,0.020497609,0.000115485374,0.1384951,0.00039110152,3.7289836406707764,999.0,10.75000155158341,10.75000155158341,1.0
3090000,0.1277738,1.3530724,0.46243426,0.012414481,0.000114894014,0.13829798,0.00038915002,None,None,None,None,1.0
3100000,0.11168724,1.0055681,0.05001666,0.017345846,0.00011428537,0.1380951,0.0003871415,8.559004783630371,999.0,13.250001303851604,13.250001303851604,1.0
3110000,0.12106247,1.447967,0.529299,0.022616738,0.00011369402,0.13789798,0.00038519004,None,None,None,None,1.0
3120000,0.11497113,1.1087712,0.06653337,0.01885073,0.00011308538,0.1376951,0.00038318153,14.391195297241211,999.0,15.250001257285476,15.250001257285476,1.0
3130000,0.115883924,1.3152732,0.35769388,0.021347305,0.00011249401,0.13749798,0.00038123003,None,None,None,None,1.0
3140000,0.12045003,1.0189538,0.03912869,0.019403089,0.00011188537,0.1372951,0.00037922146,7.2280426025390625,999.0,10.500001201406121,10.500001201406121,1.0
3150000,0.12369561,1.390749,0.730185,0.01910051,0.00011129401,0.137098,0.00037727001,14.060087203979492,None,None,None,1.0
3160000,0.09139772,1.1594032,0.060675584,0.017230298,0.000110685374,0.1368951,0.0003752615,None,999.0,17.250000869855285,17.250000869855285,1.0
3170000,0.10071557,1.582413,0.48365805,0.023480192,0.000110094006,0.13669796,0.00037330997,5.895732402801514,None,None,None,1.0
3180000,0.09190643,1.0903451,0.043821987,0.019421067,0.00010948537,0.13649508,0.0003713015,3.728991985321045,999.0,13.750002231448889,13.750002231448889,1.0
3190000,0.10541298,1.4868516,0.4048216,0.014904149,0.00010889402,0.13629799,0.00036935005,None,None,None,None,1.0
3200000,0.10314346,1.0713408,0.043376427,0.019142134,0.00010828538,0.1360951,0.0003673415,2.5637950897216797,999.0,11.750001199543476,11.750001199543476,1.0
3210000,0.12161319,1.3779022,0.48342836,0.015903726,0.00010769402,0.13589798,0.00036539,None,None,None,None,1.0
3220000,0.118804745,1.0352128,0.054703854,0.021113267,0.000107085376,0.1356951,0.00036338152,11.390913009643555,999.0,12.250001151114702,12.250001151114702,1.0
3230000,0.11609397,1.4009796,0.6485099,0.014889783,0.00010649402,0.13549799,0.00036143002,None,None,None,None,1.0
3240000,0.14459647,1.1288671,0.060898386,0.013518952,0.00010588538,0.13529511,0.0003594215,15.22589111328125,999.0,16.5000012293458,16.5000012293458,1.0
3250000,0.17428577,1.5342977,0.52501184,0.01209832,0.00010529402,0.13509798,0.00035747,12.060247421264648,None,None,None,1.0
3260000,0.16414686,1.1926229,0.074662894,0.018036623,0.00010468537,0.1348951,0.00035546153,None,999.0,16.00000156648457,16.00000156648457,1.0
3270000,0.12825039,1.4394528,0.41283455,0.021240322,0.00010409402,0.13469797,0.00035351003,7.895625114440918,None,None,None,1.0
3280000,0.13671874,1.114638,0.039214708,0.023337474,0.00010348538,0.1344951,0.0003515015,4.729017734527588,999.0,12.000000977888703,12.000000977888703,1.0
3290000,0.10989933,1.2960169,0.4388666,0.021358749,0.00010289401,0.13429798,0.00034955,None,None,None,None,1.0
3300000,0.09634024,1.1287773,0.07331637,0.015349515,0.000102285376,0.1340951,0.00034754153,10.556714057922363,999.0,13.750001365318894,13.750001365318894,1.0
3310000,0.09183942,1.3403306,0.35772252,0.014953927,0.000101694015,0.13389798,0.00034559003,None,None,None,None,1.0
3320000,0.08301661,1.0704535,0.051544856,0.021197159,0.00010108538,0.1336951,0.00034358155,7.392787933349609,999.0,11.000001097097993,11.000001097097993,1.0
3330000,0.0782737,1.2906365,0.40143752,0.01849928,0.00010049401,0.133498,0.00034163005,None,None,None,None,1.0
3340000,0.09573494,1.0248924,0.04228189,0.017435808,9.988538e-05,0.1332951,0.0003396215,13.225851058959961,999.0,11.25000150129199,11.25000150129199,1.0
3350000,0.12355471,1.2465034,0.3722724,0.029547581,9.9294026e-05,0.13309796,0.00033767006,8.062037467956543,None,None,None,1.0
3360000,0.1349665,0.8934111,0.039571963,0.015948018,9.8685385e-05,0.1328951,0.00033566152,None,999.0,9.00000082142651,9.00000082142651,1.0
3370000,0.14962025,1.1678487,0.5318648,0.016002143,9.8094024e-05,0.13269798,0.00033371008,5.895880222320557,None,None,None,1.0
3380000,0.13410199,0.97416335,0.07471758,0.015442958,9.7485376e-05,0.1324951,0.0003317015,0.7290061116218567,999.0,13.750001529231668,13.750001529231668,1.0
3390000,0.12138783,1.2839019,0.42005134,0.015599751,9.689402e-05,0.13229798,0.00032975004,None,None,None,None,1.0
3400000,0.13001081,1.0322193,0.045601588,0.01679677,9.628538e-05,0.1320951,0.00032774152,5.566065311431885,999.0,12.000001516193151,12.000001516193151,1.0
3410000,0.12886214,1.385136,0.5362092,0.02194869,9.569403e-05,0.13189799,0.00032579002,None,None,None,None,1.0
3420000,0.11672122,1.0092212,0.03596907,0.0130313905,9.508537e-05,0.1316951,0.00032378148,11.391477584838867,999.0,14.000000707805157,14.000000707805157,1.0
3430000,0.11276478,1.3116218,0.3805494,0.01651197,9.449402e-05,0.13149798,0.00032183,None,None,None,None,1.0
3440000,0.12372332,1.0089439,0.04753535,0.015832033,9.388537e-05,0.1312951,0.00031982147,10.226677894592285,999.0,11.250001262873411,11.250001262873411,1.0
3450000,0.0974926,1.3081951,0.47427368,0.013798588,9.329402e-05,0.13109797,0.00031786997,12.06062126159668,None,None,None,1.0
3460000,0.08744839,1.0521823,0.059055835,0.02146426,9.268538e-05,0.1308951,0.00031586149,None,999.0,14.250001519918442,14.250001519918442,1.0
3470000,0.107474156,1.2837764,0.47633204,0.016693562,9.209401e-05,0.13069798,0.00031391,10.895044326782227,None,None,None,1.0
3480000,0.08893461,1.0584731,0.045199484,0.022190632,9.148539e-05,0.1304951,0.0003119015,1.728981375694275,999.0,11.75000117532909,11.75000117532909,1.0
3490000,0.08725384,1.2964236,0.4062182,0.019204848,9.089402e-05,0.13029797,0.00030995,None,None,None,None,1.0
3500000,0.088406704,0.98011184,0.04970662,0.019042773,9.0285386e-05,0.1300951,0.00030794152,8.55705451965332,999.0,11.50000162795186,11.50000162795186,1.0
3510000,0.08292651,1.332009,0.49462226,0.01996934,8.9694026e-05,0.129898,0.00030599002,None,None,None,None,1.0
3520000,0.077471256,1.0604706,0.037003256,0.02301423,8.9085384e-05,0.1296951,0.0003039815,8.393251419067383,999.0,14.000001814216375,14.000001814216375,1.0
3530000,0.09392829,1.3591694,0.4336913,0.015746847,8.849403e-05,0.12949796,0.00030203004,None,None,None,None,1.0
3540000,0.09822967,1.1227144,0.06991662,0.021982444,8.7885375e-05,0.1292951,0.00030002152,7.229193687438965,999.0,14.500001462176442,14.500001462176442,1.0
3550000,0.11952284,1.430393,0.47679248,0.013376225,8.729403e-05,0.12909798,0.00029807002,7.063111305236816,None,None,None,1.0
3560000,0.11937462,1.1860833,0.090933666,0.021434365,8.668537e-05,0.1288951,0.0002960615,None,999.0,14.500001354143023,14.500001354143023,1.0
3570000,0.10358359,1.4881065,0.5368547,0.030254094,8.609402e-05,0.12869798,0.00029411,9.894308090209961,None,None,None,1.0
3580000,0.107054286,1.1381726,0.05020871,0.01857161,8.548538e-05,0.1284951,0.0002921015,3.7290008068084717,999.0,13.75000175461173,13.75000175461173,1.0
3590000,0.098295845,1.3278447,0.37502697,0.018376654,8.489401e-05,0.12829798,0.00029015003,None,None,None,None,1.0
3600000,0.092622586,0.9989796,0.043025218,0.019240137,8.428538e-05,0.1280951,0.0002881415,11.557555198669434,999.0,9.750001704320312,9.750001704320312,1.0
3610000,0.10907928,1.4153138,0.46537802,0.026855042,8.369401e-05,0.12789798,0.00028618998,None,None,None,None,1.0
3620000,0.10229773,1.1506934,0.0938613,0.012462004,8.3085375e-05,0.1276951,0.0002841815,14.391456604003906,999.0,15.000001680105925,15.000001680105925,1.0
3630000,0.122935675,1.3928487,0.3344648,0.017410723,8.249402e-05,0.12749797,0.00028223006,None,None,None,None,1.0
3640000,0.10997091,1.0409514,0.05075722,0.017987367,8.188539e-05,0.1272951,0.00028022152,5.231439590454102,999.0,11.250001396983862,11.250001396983862,1.0
3650000,0.21740119,1.5526849,0.35689223,0.017023696,8.1294034e-05,0.12709798,0.00027827008,7.063579082489014,None,None,None,1.0
3660000,0.20966601,1.2227728,0.09863041,0.021267815,8.068538e-05,0.1268951,0.00027626153,None,999.0,13.500001596286893,13.500001596286893,1.0
3670000,0.22162078,1.3452977,0.27282417,0.016904945,8.0094025e-05,0.12669797,0.00027431003,4.895782470703125,None,None,None,1.0
3680000,0.1930203,1.1652728,0.06844438,0.022093879,7.9485384e-05,0.1264951,0.00027230152,2.7289950847625732,999.0,12.25000119023025,12.25000119023025,1.0
3690000,0.18557754,1.3113961,0.41604915,0.026460407,7.889402e-05,0.126298,0.00027035002,None,None,None,None,1.0
3700000,0.17439987,1.0819278,0.044784997,0.023666263,7.828539e-05,0.1260951,0.00026834148,10.559488296508789,999.0,12.500001717358828,12.500001717358828,1.0
3710000,0.1165646,1.3216969,0.48583397,0.02312774,7.7694014e-05,0.12589796,0.00026639,None,None,None,None,1.0
3720000,0.11305639,1.0826226,0.048148375,0.023979543,7.708538e-05,0.1256951,0.00026438147,9.391401290893555,999.0,14.750001311302185,14.750001311302185,1.0
3730000,0.15774167,1.4196863,0.37382543,0.016127484,7.649401e-05,0.12549798,0.00026242997,None,None,None,None,1.0
3740000,0.10471076,1.1496879,0.0765532,0.026468655,7.5885386e-05,0.1252951,0.00026042148,9.228425979614258,999.0,15.000001318752766,15.000001318752766,1.0
3750000,0.15824598,1.459858,0.5329465,0.020651577,7.529402e-05,0.12509798,0.00025846998,13.060429573059082,None,None,None,1.0
3760000,0.15138064,1.1780835,0.052952617,0.025580952,7.4685384e-05,0.12489511,0.0002564615,None,999.0,13.50000136345625,13.50000136345625,1.0
3770000,0.10192206,1.2902254,0.35144266,0.017074704,7.409402e-05,0.12469798,0.00025451,7.895389556884766,None,None,None,1.0
3780000,0.10487726,1.0234852,0.033977933,0.020038664,7.348538e-05,0.124495104,0.00025250152,0.7290114760398865,999.0,9.750000895932317,9.750000895932317,1.0
3790000,0.11377308,1.4062808,0.44630018,0.01985605,7.2894036e-05,0.124297984,0.00025055002,None,None,None,None,1.0
3800000,0.10828566,1.115611,0.06567273,0.020273402,7.2285395e-05,0.124095105,0.0002485415,14.561325073242188,999.0,16.00000235065818,16.00000235065818,1.0
3810000,0.11187206,1.3363185,0.38888076,0.020211408,7.169403e-05,0.12389798,0.00024659003,None,None,None,None,1.0
3820000,0.09813249,1.0805041,0.04977247,0.020026237,7.108539e-05,0.1236951,0.00024458152,11.392644882202148,999.0,11.750001108273864,11.750001108273864,1.0
3830000,0.0991254,1.2859505,0.3954792,0.023463277,7.0494025e-05,0.123497985,0.00024263002,None,None,None,None,1.0
3840000,0.08210912,1.0608037,0.053702056,0.02062567,6.9885384e-05,0.123295106,0.0002406215,8.226383209228516,999.0,11.500001210719347,11.500001210719347,1.0
3850000,0.091470756,1.3335896,0.48867497,0.022131557,6.929402e-05,0.123097986,0.00023867004,11.061182022094727,None,None,None,1.0
3860000,0.11133493,1.0377023,0.04243342,0.019554872,6.868538e-05,0.1228951,0.0002366615,None,999.0,12.500000886619091,12.500000886619091,1.0
3870000,0.098754525,1.3622955,0.46389055,0.020893907,6.809402e-05,0.12269798,0.00023471004,10.894832611083984,None,None,None,1.0
3880000,0.10148363,1.0691625,0.048757605,0.01657011,6.748538e-05,0.1224951,0.0002327015,3.728975296020508,999.0,14.500002294778824,14.500002294778824,1.0
3890000,0.09008735,1.2595857,0.32310703,0.023172842,6.689402e-05,0.12229798,0.00023075001,None,None,None,None,1.0
3900000,0.08851562,1.0355083,0.050310142,0.01779831,6.6285385e-05,0.12209511,0.00022874151,10.557186126708984,999.0,11.000000724568963,11.000000724568963,1.0
3910000,0.084594704,1.3186315,0.45366526,0.013882119,6.569402e-05,0.12189799,0.00022678998,None,None,None,None,1.0
3920000,0.07801724,1.0246748,0.033411894,0.01863627,6.508539e-05,0.1216951,0.00022478153,8.391189575195312,999.0,12.250000469386578,12.250000469386578,1.0
3930000,0.09034259,1.3978887,0.5495667,0.02056845,6.449403e-05,0.12149799,0.00022283004,None,None,None,None,1.0
3940000,0.087555386,1.0453461,0.029851168,0.018276377,6.3885396e-05,0.12129511,0.00022082152,14.226205825805664,999.0,14.000000797212124,14.000000797212124,1.0
3950000,0.103969306,1.4405171,0.5882607,0.019482605,6.329403e-05,0.12109798,0.00021887005,16.060365676879883,None,None,None,1.0
3960000,0.10014835,1.0661596,0.05473367,0.017055264,6.268539e-05,0.1208951,0.00021686152,None,999.0,14.750001648440957,14.750001648440957,1.0
3970000,0.074541934,1.325069,0.45917764,0.023511847,6.209403e-05,0.12069798,0.00021491002,7.895770072937012,None,None,None,1.0
3980000,0.08922403,1.0255432,0.055588953,0.020834472,6.1485385e-05,0.1204951,0.00021290153,-0.2710034251213074,999.0,12.00000112876296,12.00000112876296,1.0
3990000,0.1348155,1.4875355,0.49009565,0.018437037,6.089402e-05,0.120297976,0.00021095003,None,None,None,None,1.0
4000000,0.10543159,1.1093249,0.07724343,0.00975815,6.0285376e-05,0.1200951,0.00020894149,15.557489395141602,999.0,15.000001590698957,15.000001590698957,1.0
4010000,0.09575461,1.5032998,0.55178064,0.015177578,5.969402e-05,0.119897984,0.00020699004,None,None,None,None,1.0
4020000,0.074123845,1.2228112,0.06731096,0.016088769,5.908538e-05,0.119695105,0.0002049815,13.391119956970215,999.0,17.500001933425665,17.500001933425665,1.0
4030000,0.115162335,1.6287316,0.4707304,0.016588889,5.8494017e-05,0.119497985,0.00020303001,None,None,None,None,1.0
4040000,0.07392114,1.192837,0.050836124,0.017765418,5.7885383e-05,0.1192951,0.00020102148,12.226691246032715,999.0,14.00000167451799,14.00000167451799,1.0
4050000,0.065972775,1.4371277,0.44061196,0.024845911,5.729402e-05,0.11909798,0.00019906998,10.061973571777344,None,None,None,1.0
4060000,0.06354553,1.1109335,0.03584317,0.017385896,5.6685385e-05,0.1188951,0.0001970615,None,999.0,11.000000393018126,11.000000393018126,1.0
4070000,0.07661143,1.3769054,0.490787,0.026195528,5.6094024e-05,0.11869798,0.00019511003,3.895602226257324,None,None,None,1.0
4080000,0.08424395,1.1004134,0.060298484,0.016589258,5.5485387e-05,0.11849511,0.0001931015,2.7289822101593018,999.0,12.750001413747668,12.750001413747668,1.0
4090000,0.07771176,1.3244529,0.49523452,0.022380516,5.489403e-05,0.11829799,0.00019115004,None,None,None,None,1.0
4100000,0.07164434,1.0204118,0.04943206,0.018167855,5.428539e-05,0.118095115,0.00018914152,0.5621906518936157,999.0,11.500001391395926,11.500001391395926,1.0
4110000,0.07925977,1.3851309,0.47045,0.023694033,5.369403e-05,0.11789799,0.00018719002,None,None,None,None,1.0
4120000,0.07486384,1.0106077,0.042993437,0.019924687,5.3085387e-05,0.11769511,0.00018518152,6.396036624908447,999.0,12.250001218169928,12.250001218169928,1.0
4130000,0.0934832,1.4565359,0.531347,0.020214112,5.249403e-05,0.11749798,0.00018323003,None,None,None,None,1.0
4140000,0.106048584,1.1418389,0.06089201,0.017674107,5.1885385e-05,0.1172951,0.0001812215,14.226139068603516,999.0,13.000001745298505,13.000001745298505,1.0
4150000,0.057654988,1.4870131,0.6168245,0.016443113,5.129402e-05,0.11709798,0.00017927004,17.060653686523438,None,None,None,1.0
4160000,0.068307385,1.1135066,0.042676393,0.02094507,5.068538e-05,0.1168951,0.0001772615,None,999.0,16.750002339482307,16.750002339482307,1.0
4170000,0.06477329,1.3827865,0.44680372,0.022542901,5.0094022e-05,0.116697975,0.00017531001,9.894380569458008,None,None,None,1.0
4180000,0.08503396,1.0949502,0.042958736,0.025095824,4.948538e-05,0.116495095,0.00017330148,3.7289867401123047,999.0,11.500001817941666,11.500001817941666,1.0
4190000,0.10758272,1.4347795,0.4783527,0.022270083,4.8894024e-05,0.11629798,0.00017134998,None,None,None,None,1.0
4200000,0.07851418,1.0854563,0.05618018,0.023650687,4.8285387e-05,0.11609511,0.00016934151,8.558588981628418,999.0,12.750001721084118,12.750001721084118,1.0
4210000,0.08176244,1.4122808,0.5203152,0.025171004,4.769403e-05,0.11589798,0.00016739003,None,None,None,None,1.0
4220000,0.087468006,1.152503,0.074340805,0.020276785,4.708539e-05,0.1156951,0.0001653815,17.39164924621582,999.0,15.250001642853022,15.250001642853022,1.0
4230000,0.0702065,1.3372511,0.46959558,0.020931574,4.6494035e-05,0.115497984,0.00016343004,None,None,None,None,1.0
4240000,0.054230407,1.0861564,0.059404165,0.01754218,4.5885394e-05,0.1152951,0.00016142151,12.226469039916992,999.0,11.25000112503767,11.25000112503767,1.0
4250000,0.04810492,1.4112532,0.5057718,0.021190906,4.5294033e-05,0.11509799,0.00015947003,7.06327486038208,None,None,None,1.0
4260000,0.044234097,1.0681341,0.045577995,0.018464144,4.4685392e-05,0.114895105,0.00015746152,None,999.0,13.750001512467861,13.750001512467861,1.0
4270000,0.06115612,1.33681,0.4071035,0.016204039,4.409403e-05,0.114697985,0.00015551003,6.8957438468933105,None,None,None,1.0
4280000,0.06883099,1.1258222,0.08053328,0.020605449,4.3485386e-05,0.1144951,0.0001535015,2.7289974689483643,999.0,12.750000866129994,12.750000866129994,1.0
4290000,0.068674006,1.4420238,0.5394394,0.017183742,4.2894026e-05,0.11429798,0.00015155003,None,None,None,None,1.0
4300000,0.07445269,1.0562366,0.03496816,0.024037004,4.2285385e-05,0.11409509,0.0001495415,10.557340621948242,999.0,13.00000136718154,13.00000136718154,1.0
4310000,0.13511623,1.6769534,0.6445673,0.023705691,4.1694027e-05,0.11389798,0.00014759,None,None,None,None,1.0
4320000,0.1265592,1.1323122,0.047058858,0.017913843,4.1085383e-05,0.1136951,0.00014558148,10.391223907470703,999.0,14.000001184642315,14.000001184642315,1.0
4330000,0.07152168,1.2560699,0.3023559,0.016193224,4.0494026e-05,0.11349798,0.00014363001,None,None,None,None,1.0
4340000,0.0536376,1.0289586,0.054205995,0.017858144,3.9885388e-05,0.1132951,0.0001416215,9.228076934814453,999.0,8.75000068731606,8.75000068731606,1.0
4350000,0.0484679,1.3572843,0.6333048,0.016609812,3.9294016e-05,0.11309797,0.00013967,15.060407638549805,None,None,None,1.0
4360000,0.050185475,1.0542755,0.056129705,0.021047287,3.8685394e-05,0.11289511,0.00013766151,None,999.0,16.000001922249794,16.000001922249794,1.0
4370000,0.05372396,1.3766764,0.52293867,0.018739616,3.809403e-05,0.11269798,0.00013571001,10.894533157348633,None,None,None,1.0
4380000,0.064437985,1.036726,0.04722823,0.012382744,3.7485395e-05,0.1124951,0.00013370151,4.728980541229248,999.0,12.750001333653927,12.750001333653927,1.0
4390000,0.06841012,1.337644,0.4692556,0.016699051,3.689404e-05,0.11229798,0.00013175003,None,None,None,None,1.0
4400000,0.06300323,1.0510396,0.06447776,0.012572813,3.628539e-05,0.1120951,0.00012974151,14.55662727355957,999.0,11.750001646578312,11.750001646578312,1.0
4410000,0.056853436,1.2731249,0.40887073,0.015308463,3.5694033e-05,0.11189798,0.00012779003,None,None,None,None,1.0
